regione,provincia,comune,nome_canonico,tipo_30,tipo_10,files,n_record_aggregati
Toscana,Massa-Carrara,Massa Carrara,Prefettura di Massa-Carrara,Prefettura,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Modena,Modena,Prefettura di Modena,Prefettura,Settore giudiziario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Piacenza,Prefettura di Piacenza,Prefettura,Settore giudiziario,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Toscana,Pisa,Pisa,Prefettura di Pisa,Prefettura,Settore giudiziario,09_PISA PREF E PROV.txt,1
Toscana,Pistoia,Pistoia,Prefettura di Pistoia - Ufficio Territoriale di Governo,Prefettura,Settore giudiziario,09_PISTOIA PROV .txt,1
Emilia-Romagna,Ravenna,Ravenna,Prefettura di Ravenna,Prefettura,Settore giudiziario,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Reggio Emilia,Prefettura di Reggio Emilia,Prefettura,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Rimini,Prefettura di Rimini,Prefettura,Settore giudiziario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Siena,Siena,Prefettura di Siena,Prefettura,Settore giudiziario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Liguria,,,Prefetture,Prefettura,Settore giudiziario,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Emilia-Romagna,,,Procura dei Minori,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,Genova,Genova,Procura del Tribunale dei Minori di Genova,Procura Minorile/ Tribunale minorile,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,,,Procura della Repubblica minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Firenze,Firenze,Procura della Repubblica per i Minorenni di Firenze,Procura Minorile/ Tribunale minorile,Settore giudiziario,09_GROSSETO 2022 fpdf.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,2
Liguria,,,Procura della Repubblica presso il Tribunale per i Minorenni,Procura Minorile/ Tribunale minorile,Settore giudiziario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,,,Procura della Repubblica presso il Tribunale per i Minorenni,Procura Minorile/ Tribunale minorile,Settore giudiziario,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Bologna,Procura della Repubblica presso il Tribunale per i Minorenni dell'Emilia Romagna di Bologna,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Liguria,Genova,Genova,Procura della Repubblica presso il Tribunale per i Minorenni di Genova,Procura Minorile/ Tribunale minorile,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Bologna,Bologna,Procura presso il Tribunale dei minori di Bologna,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Bologna,Tribunale dei Minori di Bologna,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Tribunale per i Minorenni,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Toscana,,,Tribunale per i Minorenni,Procura Minorile/ Tribunale minorile,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt | 09_PRATO PREF.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,3
Emilia-Romagna,Bologna,Bologna,Tribunale per i Minorenni dell'Emilia Romagna di Bologna,Procura Minorile/ Tribunale minorile,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Firenze,Firenze,Corte d'Appello di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Rimini,Rimini,Presidenza del Tribunale di Rimini,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Firenze,Firenze,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_GROSSETO 2022 fpdf.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,2
Liguria,Genova,Genova,Procura Generale presso la Corte d'Appello di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt | 09_GROSSETO 2022 fpdf.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,3
Toscana,Firenze,Firenze,Procura della Repubblica di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Forli-Cesena,Forli,Procura della Repubblica di Forli,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Toscana,Massa-Carrara,Massa,Procura della Repubblica di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Piacenza,Piacenza,Procura della Repubblica di Piacenza,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,Pistoia,Pistoia,Procura della Repubblica di Pistoia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_PISTOIA PROV .txt,1
Toscana,Prato,Prato,Procura della Repubblica di Prato,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_PRATO PREF.txt,1
Emilia-Romagna,,Reggio Emilia,Procura della Repubblica di Reggio Emilia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,Siena,Siena,Procura della Repubblica di Siena,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,,,Procura della Repubblica presso il Tribunale,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_PISA PREF E PROV.txt,1
Toscana,Arezzo,Arezzo,Procura della Repubblica presso il Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Bologna,Bologna,Procura della Repubblica presso il Tribunale di Bologna,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Ferrara,Procura della Repubblica presso il Tribunale di Ferrara,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Liguria,Genova,Genova,Procura della Repubblica presso il Tribunale di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Imperia,Imperia,Procura della Repubblica presso il Tribunale di Imperia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,La Spezia,La Spezia,Procura della Repubblica presso il Tribunale di La Spezia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Massa-Carrara,Massa,Procura della Repubblica presso il Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_GROSSETO 2022 fpdf.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,2
Emilia-Romagna,Rimini,Rimini,Procura della Repubblica presso il Tribunale di Rimini,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Liguria,Savona,Savona,Procura della Repubblica presso il Tribunale di Savona,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,,,Procura della Repubblica presso il Tribunale ordinario,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,,,Procure della Repubblica presso il Tribunale del Distretto,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_GROSSETO 2022 fpdf.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,2
Toscana,Arezzo,Arezzo,Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Ferrara,Ferrara,Tribunale di Ferrara,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Livorno,Livorno,Tribunale di Livorno,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Toscana,Massa-Carrara,Massa,Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Pisa,Pisa,Tribunale di Pisa,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_PISA PREF E PROV.txt,1
Toscana,Pistoia,Pistoia,Tribunale di Pistoia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,09_PISTOIA PROV .txt,1
Emilia-Romagna,,Reggio Emilia,Tribunale di Reggio Emilia,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,,,Tribunali,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,,Questura Ufficio immigrazione,Questura,Settore giudiziario,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Emilia-Romagna,,,Questura della Provincia,Questura,Settore giudiziario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Toscana,Arezzo,Arezzo,Questura di Arezzo,Questura,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Bologna,Bologna,Questura di Bologna,Questura,Settore giudiziario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Ferrara,Questura di Ferrara,Questura,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Liguria,Genova,Genova,Questura di Genova,Questura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Imperia,Imperia,Questura di Imperia,Questura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,La Spezia,La Spezia,Questura di La Spezia,Questura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Livorno,Livorno,Questura di Livorno,Questura,Settore giudiziario,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Toscana,Lucca,Lucca,Questura di Lucca,Questura,Settore giudiziario,09_LUCCA PROV.txt,1
Toscana,Massa-Carrara,Massa Carrara,Questura di Massa Carrara,Questura,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Modena,Modena,Questura di Modena,Questura,Settore giudiziario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Piacenza,Questura di Piacenza,Questura,Settore giudiziario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,Pistoia,Pistoia,Questura di Pistoia,Questura,Settore giudiziario,09_PISTOIA PROV .txt,1
Toscana,Prato,Prato,Questura di Prato,Questura,Settore giudiziario,09_PRATO PREF.txt,1
Emilia-Romagna,Ravenna,Ravenna,Questura di Ravenna,Questura,Settore giudiziario,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Reggio Emilia,Questura di Reggio Emilia,Questura,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Rimini,Questura di Rimini,Questura,Settore giudiziario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Liguria,Savona,Savona,Questura di Savona,Questura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Siena,Siena,Questura di Siena,Questura,Settore giudiziario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Liguria,,,A.S.L. 5,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Piacenza,Piacenza,A.U.S.L. di Piacenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Liguria,,,AS.L. 1,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,AS.L. 2,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,AS.L. 3,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,AS.L. 4,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,,,ASL 12 Versilia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_LUCCA PROV.txt,1
Toscana,Lucca,Lucca,ASL 2 Lucca,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_LUCCA PROV.txt,1
Toscana,Pistoia,Pistoia,ASL n. 3 Pistoia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_PISTOIA PROV .txt,1
Emilia-Romagna,Piacenza,Piacenza,AUSL Piacenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,,AUSL della Romagna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ravenna,Faenza,Ausl di Ravenna - Distretto Sanitario di Faenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Toscana,,,Azienda ASL7,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Liguria,,,Azienda Ligure Sanitaria (A.Li.Sa,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,Reggio Emilia,Azienda Ospedaliera Santa Maria Nuova di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,Pisa,Pisa,Azienda Ospedaliera Universitaria Pisana,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Ferrara,Ferrara,Azienda Ospedaliera Universitaria di Ferrara,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Reggio Emilia,Azienda Sanitaria Locale di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,Massa-Carrara,Massa Carrara,Azienda Sanitaria Locale n. 1 di Massa Carrara,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_APUANE_2015 Protocollo Prefettura.txt,1
Liguria,,,"Azienda Sanitaria Locale n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,,,Azienda Sanitaria USL Toscana Centro,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_PISA PREF E PROV.txt | 09_PRATO PREF.txt,2
Toscana,,,Azienda Sanitaria USL Toscana Nord-Ovest,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_PISA PREF E PROV.txt,1
Toscana,Grosseto,Grosseto,Azienda USL 9 di Grosseto,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,1
Toscana,,,Azienda USL Toscana Nord Ovest (AUSL TNO,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Toscana,,,Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt | 09_AREZZO Prot_2024-2026.txt | 09_GROSSETO 2022 fpdf.txt,3
Emilia-Romagna,,,Azienda USL della Romagna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,Bologna,Azienda USL di Bologna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Ferrara,Azienda USL di Ferrara,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Piacenza,Piacenza,Azienda USL di Piacenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Toscana,Grosseto,Grosseto,Azienda USL n.9 di Grosseto,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,,,Azienda Unità Sanitaria Locale Romagna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Rimini,Azienda Unità Sanitaria Locale della Romagna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Ferrara,Azienda Unità Sanitaria Locale di Ferrara,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Modena,Modena,Azienda Unità Sanitaria Locale di Modena,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Piacenza,Azienda Unità Sanitaria Locale di Piacenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,,,Azienda Usl n. 8,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,,,Case della Comunita,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Centri Salute Donna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Centri Salute Mentale Adulti,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Reggio Emilia,Centri di Salute Mentale (CSM) del Distretto di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Consultori,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Consultori familiari,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt | 08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,3
Emilia-Romagna,Ferrara,Ferrara,Consultori familiari Ferrara,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,,,Consultorio Azienda USL Toscana Sud Est Zona Valdelsa,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,,,Consultorio Familiare Ginecologia e Ostetricia,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,,Consultorio familiare dell'Azienda USL,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,,Dipartimento di Salute Mentale,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,,,"Dipartimento di Salute Mentale e delle Dipendenze dell'ASL n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Emilia-Romagna,Ravenna,Faenza,Distretto Sanitario di Faenza,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Lugo,Distretto Sanitario di Lugo,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Ravenna,Distretto Sanitario di Ravenna,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Toscana,,,Pronto Soccorso di Campostaggia Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Liguria,,,Servizi Sanitari,ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Emilia-Romagna,,,Servizio Dipendenze Patologiche,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Toscana,,,Servizio di Salute Mentale Azienda USL Toscana Sud Est Zona Alta Valdelsa,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,,,Spazio Giovani,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Struttura Operativa Medicina Legale,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,,,"Struttura Semplice Dipartimentale Consultorio Familiare dell'ASL n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,,,U.O Pronto Soccorso Azienda USL 7 - Monoblocco Alta Val d'Elsa,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,,,U.O.C. di Psicologia Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,,,U.O.NPIA,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,,UONPIA - Casa della Salute Terre e Fiumi,ASL (consultori familiari e altri servizi territoriali),settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,,,118,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
