record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf
012_0008,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Comune di Torrita di Siena,Comune di Torrita di Siena,COMUNE DI TORRITA DI SIENA,Comuni,Comuni,Enti territoriali / servizi comunali,Torrita di Siena,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,,
012_0009,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Comune di Trequanda,Comune di Trequanda,COMUNE DI TREQUANDA,Comuni,Comuni,Enti territoriali / servizi comunali,Trequanda,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,,
012_0010,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Comunità Montana del Cetona,Comunità Montana del Cetona,COMUNITA MONTANA DEL CETONA,Altro,Enti territoriali sovracomunali,Enti territoriali sovracomunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,ente capofila dal quale deriva il Centro Pari Opportunità Valdichiana,
012_0011,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Centro Pari Opportunità Valdichiana,Centro Pari Opportunità Valdichiana,CENTRO PARI OPPORTUNITA VALDICHIANA,Altro,Organismi di parità,Altri attori istituzionali / professionali,,,Toscana,nome,valido_localizzato,soggetto_proponente|attore,1,0,1,,"coordinamento, attività operative, promozione rete",
012_0012,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Associazione Amica Donna,Associazione Amica Donna,ASSOCIAZIONE AMICA DONNA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Montepulciano,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,"presta servizio di ascolto e consulenza legale, prevenzione, sostegno, accoglienza, assistenza alle donne",90015690523
012_0013,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Azienda ASL7,Azienda ASL7,AZIENDA ASL7,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,,
012_0014,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Pronto soccorso,Pronto soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,,
012_0015,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Consultorio,Consultorio,CONSULTORIO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,attore,1,0,0,,,
012_0016,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Società della salute,Società della Salute,SOCIETA DELLA SALUTE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,generico,attore,1,0,0,,,
012_0017,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Polizia di Stato,Polizia di Stato,POLIZIA DI STATO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,
012_0018,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Carabinieri,Carabinieri,CARABINIERI,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,attore,1,0,0,,,
